,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region,year
1059,rucdot1,Rufous-chested Dotterel,Charadrius modestus,L2879941,Río Pelluco--Desembocadura,2022-03-23,16.0,-41.4878855,-72.9007137,False,-1,Los Lagos,2022
1064,whthaw1,White-throated Hawk,Buteo albigula,L1121215,Valdivia--Parque El Bosque,2022-01-29,1.0,-39.8401607,-73.2444978,False,-1,Los Ríos,2022
1078,regcoo1,Red-gartered Coot,Fulica armillata,L606243,Humedal Tres Puentes,2022-02-05,30.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
1082,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L572344,Río Aconcagua--Desembocadura Humedal Urbano,2022-04-29,1.0,-32.917422,-71.5067911,False,-1,Valparaíso,2022
1094,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L861844,Humedal Urbano Cartagena,2022-05-24,1.0,-33.5350454,-71.6022348,False,-1,Valparaíso,2022
1103,uplgoo1,Upland Goose,Chloephaga picta,L2414232,Wulaia,2022-09-23,2.0,-55.0451633,-68.1487298,False,-1,Magallanes,2022
1105,chipig2,Chilean Pigeon,Patagioenas araucana,L6530984,Santa Bárbara,2022-12-08,3.0,-42.8496667,-72.7952814,False,-1,Los Lagos,2022
1113,bthhue1,Black-throated Huet-huet,Pteroptochos tarnii,L14673431,Laguna Junquillar,2022-04-03,2.0,-36.9018256,-73.1271161,False,-1,Bío-Bío,2022
1114,dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola,L19705060,Carmen Alto Región Metropolitana CL (-33.771 -71.107),2022-06-18,2.0,-33.7710507,-71.1074545,True,-1,Región Metropolitana de Santiago,2022
1119,magpen1,Magellanic Penguin,Spheniscus magellanicus,L18072372,Auto selected -54.91394 -67.29613,2022-03-10,5.0,-54.913943,-67.296128,True,-1,Magallanes,2022
1130,chifli1,Chilean Flicker,Colaptes pitius,L807764,Las Quemas Altas,2022-12-22,2.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
1134,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L570508,Putre,2022-09-14,20.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
1141,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L2408587,Morza,2022-02-16,1.0,-34.8176085,-71.021719,False,-1,Maule,2022
1142,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda,L8507200,Villa Tapera,2022-03-27,7.0,-44.6462026,-71.6706976,False,-1,Aisén del General Carlos Ibáñez del Campo,2022
1145,amekes,American Kestrel,Falco sparverius,L16148595,Bosquecillo nativo y poza Quebrada de La Quiroga Cerrillos de Tamaya Coquimbo CL (-30.564 -71.385),2022-09-22,1.0,-30.56424,-71.3849648,True,-1,Coquimbo,2022
1150,snoegr,Snowy Egret,Egretta thula,L6517732,Huitag Lago Calafquén,2022-01-26,1.0,-39.5169318,-72.2751638,True,-1,Los Ríos,2022
1152,soulap1,Southern Lapwing,Vanellus chilensis,L17575066,12925 Mauricio Rugendas El Bosque Región Metropolitana CL (-33.574 -70.688),2022-01-28,1.0,-33.5740152,-70.6884642,True,-1,Región Metropolitana de Santiago,2022
1160,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L16170668,Ruta 5 Norte--Peaje Cachiyuyo,2022-06-09,1.0,-29.0868139,-70.9171581,False,-1,Atacama,2022
1165,impcor1,Imperial Cormorant,Leucocarbo atriceps,L7988120,Leñadura Nuestra casa,2022-08-26,2.0,-53.2145727,-70.9476647,True,-1,Magallanes,2022
1168,gryfin3,Greenish Yellow-Finch,Sicalis olivascens,L18690811,Pica Tarapacá CL (-20977 -68959),2022-04-22,8.0,-20.9768983,-68.958985,True,-1,Tarapacá,2022
1174,crachi1,Crag Chilia,Ochetorhynchus melanurus,L19212141,1530640 Copiapó CL-Atacama -27.36533 -69.81702,2022-06-05,9.0,-27.365329,-69.81702,True,-1,Atacama,2022
1176,patmoc1,Patagonian Mockingbird,Mimus patagonicus,L17685340,Hostería Tercera Barranca,2022-03-16,1.0,-50.9472092,-72.6464807,True,-1,Magallanes,2022
1178,truter,Snowy-crowned Tern,Sterna trudeaui,L516521,Caulín,2022-03-30,1.0,-41.8259378,-73.6275078,False,-1,Los Lagos,2022
1180,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L504548,Estero Mantagua,2022-04-20,7.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
1183,andcon1,Andean Condor,Vultur gryphus,L2298328,El Colorado (RM),2022-08-25,2.0,-33.3508923,-70.2930164,False,-1,Región Metropolitana de Santiago,2022
1185,chimoc1,Chilean Mockingbird,Mimus thenca,L807764,Las Quemas Altas,2022-03-03,1.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
1201,sedwre,Grass Wren,Cistothorus platensis,L807764,Las Quemas Altas,2022-12-20,1.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
1207,souful1,Southern Fulmar,Fulmarus glacialoides,L21655842,Puerto Williams,2022-11-12,1.0,-54.9345675,-67.6058846,True,-1,Magallanes,2022
1212,punplo1,Puna Plover,Charadrius alticola,L14186231,PN Lauca--Laguna Chica,2022-07-22,1.0,-18.2185463,-69.3181249,False,-1,Arica y Parinacota,2022
1225,redsho1,Red Shoveler,Spatula platalea,L551450,SN Laguna El Peral,2022-07-30,20.0,-33.5052153,-71.607154,False,-1,Valparaíso,2022
1232,gyfcin1,Gray-flanked Cinclodes,Cinclodes oustaleti,L1034317,Quebrada el Tigre,2022-05-05,1.0,-32.5617524,-71.4473534,False,-1,Valparaíso,2022
1236,cliswa,Cliff Swallow,Petrochelidon pyrrhonota,L684533,Valle del Río Lluta--Curso inferior,2022-11-05,1.0,-18.4107674,-70.2204037,False,-1,Arica y Parinacota,2022
1238,dustap1,Dusky Tapaculo,Scytalopus fuscus,L602414,Acantilados de la Quirilluca,2022-02-17,1.0,-32.6874981,-71.4494133,False,-1,Valparaíso,2022
1241,creduc1,Crested Duck,Lophonetta specularioides,L4011174,Muelle Shackleton,2022-04-08,32.0,-53.062634,-70.858139,False,-1,Magallanes,2022
1245,sedwre,Grass Wren,Cistothorus platensis,L13069589,Cabo Blanco,2022-01-15,3.0,-39.797137,-73.249302,True,-1,Los Ríos,2022
1246,seacin1,Seaside Cinclodes,Cinclodes nigrofumosus,L516551,Río Mataquito--Desembocadura,2022-05-10,1.0,-34.9909099,-72.182579,False,-1,Maule,2022
1247,lesyel,Lesser Yellowlegs,Tringa flavipes,L19531427,18 Calle El Totoral Coquimbo Coquimbo CL (-30.256 -71.491),2022-06-08,1.0,-30.2563707,-71.4912135,True,-1,Coquimbo,2022
1248,magtap1,Magellanic Tapaculo,Scytalopus magellanicus,L516582,RN Río Simpson--Parque Los Huemules,2022-12-26,1.0,-45.4919084,-72.2419739,False,-1,Aisén del General Carlos Ibáñez del Campo,2022
1250,chutap1,Chucao Tapaculo,Scelorchilus rubecula,L18181690,Los Tordos,2022-08-24,1.0,-36.8546128,-72.995856,True,-1,Bío-Bío,2022
1266,shicow,Shiny Cowbird,Molothrus bonariensis,L14517216,Temuco Araucanía CL (-38.705 -72.669),2022-04-10,6.0,-38.7049223,-72.6685165,True,-1,Araucanía,2022
1268,yebpin1,Yellow-billed Pintail,Anas georgica,L21322264,V-811 Puerto Montt Los Lagos CL (-41.519 -73.077),2022-10-22,8.0,-41.5191958,-73.0773575,True,-1,Los Lagos,2022
1270,stbear2,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,L10879229,Cerro Pintor,2022-01-24,1.0,-33.2894575,-70.2484193,False,-1,Región Metropolitana de Santiago,2022
1274,gybsee1,Gray-breasted Seedsnipe,Thinocorus orbignyianus,L20665567,Cerro el Rodado colorado,2022-08-21,1.0,-34.461681,-70.811897,True,-1,Libertador General Bernardo O'Higgins,2022
1275,comter,Common Tern,Sterna hirundo,L629576,Río Itata--Desembocadura,2022-09-11,6.0,-36.3874329,-72.8610706,False,-1,Ñuble,2022
1278,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L7988120,Leñadura Nuestra casa,2022-12-01,14.0,-53.2145727,-70.9476647,True,-1,Magallanes,2022
1279,ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,L690098,SN Yerba Loca--vega (2800 msnm),2022-10-15,7.0,-33.2478759,-70.2818584,False,-1,Región Metropolitana de Santiago,2022
1285,rinkin1,Ringed Kingfisher,Megaceryle torquata,L5135650,Parque Saval,2022-05-29,1.0,-39.8057255,-73.2553983,False,-1,Los Ríos,2022
1286,blcsis2,Black-chinned Siskin,Spinus barbatus,L22930227,Santa María--Potrero,2022-02-22,5.0,-33.6595553,-71.6272128,False,-1,Valparaíso,2022
1288,btsfin1,Band-tailed Sierra Finch,Rhopospina alaudina,L16148595,Bosquecillo nativo y poza Quebrada de La Quiroga Cerrillos de Tamaya Coquimbo CL (-30.564 -71.385),2022-09-11,7.0,-30.56424,-71.3849648,True,-1,Coquimbo,2022
1305,greegr,Great Egret,Ardea alba,L635297,Humedal de Putú,2022-01-25,25.0,-35.1553896,-72.2467804,False,-1,Maule,2022
1316,payfin1,Patagonian Yellow-Finch,Sicalis lebruni,L10884717,Río Dinamarquero--Puente Ruta Y-455,2022-12-14,2.0,-52.4167526,-70.5751673,False,-1,Magallanes,2022
1325,humpen1,Humboldt Penguin,Spheniscus humboldti,L571412,MN Islotes de Puñihuil,2022-10-18,1.0,-41.9252706,-74.0392685,False,-1,Los Lagos,2022
1338,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L570658,SN Laguna Batuco,2022-04-09,8.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
1352,cintea,Cinnamon Teal,Spatula cyanoptera,L4434524,Humedal Los Lotos--Cabo Blanco,2022-05-22,6.0,-39.7986542,-73.2515045,False,-1,Los Ríos,2022
1365,whfibi,White-faced Ibis,Plegadis chihi,L6422966,Cartagena--Playa Grande frente al Humedal,2022-03-20,1.0,-33.5347592,-71.603474,False,-1,Valparaíso,2022
1382,y00678,Crested Caracara,Caracara plancus,L4011174,Muelle Shackleton,2022-07-02,1.0,-53.062634,-70.858139,False,-1,Magallanes,2022
1386,corpip1,Correndera Pipit,Anthus correndera,L807764,Las Quemas Altas,2022-08-30,1.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
1388,semsan,Semipalmated Sandpiper,Calidris pusilla,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-12-08,3.0,-33.6255746,-71.6253229,False,-1,Valparaíso,2022
1397,rutpla1,Rufous-tailed Plantcutter,Phytotoma rara,L9885381,Población Juan Antonio Ríos 2,2022-04-26,1.0,-33.4167015,-70.6728107,True,-1,Región Metropolitana de Santiago,2022
1398,cintea,Cinnamon Teal,Spatula cyanoptera,L604483,Pichicuy--Humedal,2022-03-12,10.0,-32.3469021,-71.4466238,False,-1,Valparaíso,2022
1400,yebpin1,Yellow-billed Pintail,Anas georgica,L17503710,T-697 Futrono Los Ríos CL (-40.137 -72.393),2022-01-21,2.0,-40.137266,-72.393032,True,-1,Los Ríos,2022
1408,chithr1,Chiguanco Thrush,Turdus chiguanco,L570508,Putre,2022-04-18,11.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
1410,belgul,Belcher's Gull,Larus belcheri,L1048910,Arica--Puerto,2022-11-07,11.0,-18.4724046,-70.3238511,False,-1,Arica y Parinacota,2022
1412,rocpig,Rock Pigeon,Columba livia,L8304582,Conjunto Los Ceibos Viña del Mar,2022-12-21,4.0,-33.0142822,-71.5517172,True,0,Valparaíso,2022
1415,impcor1,Imperial Cormorant,Leucocarbo atriceps,L17356805,Río Natales--Desembocadura,2022-02-05,15.0,-51.7220404,-72.5085318,False,-1,Magallanes,2022
1419,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L21809526,Cuesta Corcolén o Requegua,2022-12-04,2.0,-34.4306816,-71.0223199,False,-1,Libertador General Bernardo O'Higgins,2022
1420,strwoo6,Striped Woodpecker,Dryobates lignarius,L12251370,"Casa de Cristofer
-40633 -73062",2022-08-10,1.0,-40.6328654,-73.0617858,True,-1,Los Lagos,2022
1421,refcoo1,Red-fronted Coot,Fulica rufifrons,L504548,Estero Mantagua,2022-02-26,5.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
1427,perpel1,Peruvian Pelican,Pelecanus thagus,L12481668,Rocas de San Antonio--Lobera,2022-08-15,8.0,-33.553853,-71.6279381,False,-1,Valparaíso,2022
1432,kelgul,Kelp Gull,Larus dominicanus,L21861917,Auto selected -54.90397 -67.57083,2022-12-20,85.0,-54.903967,-67.570832,True,-1,Magallanes,2022
1434,colplo1,Collared Plover,Charadrius collaris,L13236294,356 Constitución CL-Maule -35.31704 -72.40647,2022-01-29,4.0,-35.317039,-72.406471,True,-1,Maule,2022
1437,calqua,California Quail,Callipepla californica,L18026997,Callejón Los Pinos Melipilla R.M CL (-33696 -7119),2022-03-04,2.0,-33.6957135,-71.1904846,True,0,Región Metropolitana de Santiago,2022
1455,blbgra1,Blue-black Grassquit,Volatinia jacarina,L940378,Museo de Azapa,2022-01-02,1.0,-18.5157287,-70.1809323,False,-1,Arica y Parinacota,2022
1460,monpar,Monk Parakeet,Myiopsitta monachus,L782616,Illapel--sector urbano,2022-12-02,1.0,-31.6312733,-71.1651945,False,0,Coquimbo,2022
1471,grbfir1,Green-backed Firecrown,Sephanoides sephaniodes,L2773246,Mi Jardín,2022-06-08,2.0,-31.6340747,-71.1660148,True,-1,Coquimbo,2022
1472,oashum1,Oasis Hummingbird,Rhodopis vesper,L21636851,Azapa Valley gardens (Ruta 27 Arica CL-Arica y Parinacota -18.51254 -70.19372,2022-11-25,6.0,-18.512542,-70.193718,True,-1,Arica y Parinacota,2022
1478,burpar,Burrowing Parakeet,Cyanoliseus patagonus,L18790691,Casa mamá,2022-07-03,32.0,-30.035349,-70.717934,True,-1,Coquimbo,2022
1498,giahum1,Giant Hummingbird,Patagona gigas,L604466,Río Choapa--Desembocadura,2022-07-07,2.0,-31.6204244,-71.5592766,False,-1,Coquimbo,2022
1512,perter2,Peruvian Tern,Sternula lorata,L26198966,Hornitos,2022-11-24,1.0,-22.8771326,-70.2810172,True,-1,Antofagasta,2022
1513,batsee1,Band-tailed Seedeater,Catamenia analis,L7717687,Termas de Jurasi,2022-07-22,1.0,-18.2101516,-69.5103693,False,-1,Arica y Parinacota,2022
1514,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L2135756,Río Negro--Desembocadura,2022-10-10,2.0,-41.9661276,-72.46346,False,-1,Los Lagos,2022
1520,mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L4051284,Peral Ojo de Agua,2022-05-24,11.0,-30.5676375,-71.6445923,False,-1,Coquimbo,2022
1523,grygul,Gray Gull,Leucophaeus modestus,L18901950,0556 Avenida República de Croacia Antofagasta Antofagasta CL (-23678 -70414),2022-05-07,17.0,-23.6778759,-70.4140183,True,-1,Antofagasta,2022
1540,blaoys1,Blackish Oystercatcher,Haematopus ater,L571412,MN Islotes de Puñihuil,2022-02-27,2.0,-41.9252706,-74.0392685,False,-1,Los Lagos,2022
1541,sander,Sanderling,Calidris alba,L7187513,Playa Curiñanco,2022-05-04,0.0,-39.7278117,-73.3975124,False,-1,Los Ríos,2022
1545,rocpig,Rock Pigeon,Columba livia,L19259126,Juan Ladrillero 445 Quellón CL-Los Lagos (-43.1177-73.6181),2022-06-01,5.0,-43.117748,-73.618059,True,0,Los Lagos,2022
1557,tatdot1,Tawny-throated Dotterel,Oreopholus ruficollis,L18418221,Y-405 Puesto Límite Magallanes y la Antártica Chilena CL (-52.101 -70.191),2022-04-06,6.0,-52.101184,-70.1913574,True,-1,Magallanes,2022
1561,rutpla1,Rufous-tailed Plantcutter,Phytotoma rara,L1643984,Cerro Los Piques,2022-10-24,4.0,-33.3864292,-70.5151528,False,-1,Región Metropolitana de Santiago,2022
1567,surfbi,Surfbird,Calidris virgata,L571538,Hoteles Apacheta y Arica,2022-09-14,100.0,-18.4907641,-70.3291285,False,-1,Arica y Parinacota,2022
1568,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,L1151436,Socoroma,2022-10-27,1.0,-18.2642703,-69.6022403,False,-1,Arica y Parinacota,2022
1570,truter,Snowy-crowned Tern,Sterna trudeaui,L504553,SN Humedal Río Maipo--Desembocadura,2022-03-24,7.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
1576,refcoo1,Red-fronted Coot,Fulica rufifrons,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-04-16,1.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
1588,crgdov1,Croaking Ground Dove,Columbina cruziana,L17529867,Humedal Urbano,2022-03-13,12.0,-27.3784895,-70.3036893,True,-1,Atacama,2022
1590,gryfin2,Greater Yellow-Finch,Sicalis auriventris,L919221,Baños Colina,2022-11-28,1.0,-33.8534795,-69.9808234,False,-1,Región Metropolitana de Santiago,2022
1591,rubmin1,Rufous-banded Miner,Geositta rufipennis,L6985875,Calle Camino De Los Condores Lo Barnechea CL-Metropolitana de Santiago (-333554-703173),2022-01-09,2.0,-33.355361,-70.317277,True,-1,Región Metropolitana de Santiago,2022
1603,creduc1,Crested Duck,Lophonetta specularioides,L16354512,Estancia Cerro Guido,2022-08-24,2.0,-50.9397409,-72.4561587,True,-1,Magallanes,2022
1606,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L20107317,Camino A Valparaíso Padre Hurtado Región Metropolitana CL (-33542 -70878),2022-07-12,1.0,-33.5415868,-70.8779078,True,-1,Región Metropolitana de Santiago,2022
1610,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L18350908,Plaza de Armas de Putre,2022-04-02,2.0,-18.196362,-69.559227,True,-1,Arica y Parinacota,2022
1613,chipig2,Chilean Pigeon,Patagioenas araucana,L19628645,Ruta 215 CH Puyehue CL-Los Lagos -40.63922 -72.68201,2022-06-13,1.0,-40.639217,-72.682006,True,-1,Los Lagos,2022
1614,yebpin1,Yellow-billed Pintail,Anas georgica,L7863283,Río Damas--Osorno norte,2022-03-19,1.0,-40.5689446,-73.1258449,False,-1,Los Lagos,2022
1618,lakduc1,Lake Duck,Oxyura vittata,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-04-05,6.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
1626,grygul,Gray Gull,Leucophaeus modestus,L718035,Península Cavancha,2022-01-11,160.0,-20.2357846,-70.1519966,False,-1,Tarapacá,2022
1627,shicow,Shiny Cowbird,Molothrus bonariensis,L18109670,48 Camino El Curato Calera de Tango Región Metropolitana CL (-33.609 -70.803),2022-03-09,25.0,-33.6089095,-70.8033955,True,-1,Región Metropolitana de Santiago,2022
1628,grtgra,Great-tailed Grackle,Quiscalus mexicanus,L683071,Playa La Lisera,2022-11-19,1.0,-18.4933642,-70.3262115,False,1,Arica y Parinacota,2022
1629,manshe,Manx Shearwater,Puffinus puffinus,L18644997,CL (-18.47 -70.52),2022-04-23,1.0,-18.47046,-70.5199417,True,-1,Arica y Parinacota,2022
1633,snoegr,Snowy Egret,Egretta thula,L2920635,Chamonate,2022-08-26,1.0,-27.2978049,-70.4150814,False,-1,Atacama,2022
1634,gryfin3,Greenish Yellow-Finch,Sicalis olivascens,L570508,Putre,2022-03-12,2.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
1638,andfla2,Andean Flamingo,Phoenicoparrus andinus,L724725,Geisers del Tatio,2022-02-23,30.0,-22.3357862,-68.0125809,False,-1,Antofagasta,2022
1642,gryfin3,Greenish Yellow-Finch,Sicalis olivascens,L17721384,Carretera Internacional CH 11 Putre Arica y Parinacota CL (-18.207 -69.559),2022-02-12,20.0,-18.2074976,-69.5587885,True,-1,Arica y Parinacota,2022
1646,rbsfin1,Red-backed Sierra Finch,Idiopsar dorsalis,L19124409,Ruta 27 CH San Pedro de Atacama CL-Antofagasta -23.12102 -67.49558,2022-05-17,3.0,-23.121022,-67.495579,True,-1,Antofagasta,2022
1652,libher,Little Blue Heron,Egretta caerulea,L20848497,Río Loa—Humedal,2022-11-13,1.0,-21.4298335,-70.0569149,False,-1,Antofagasta,2022
1654,blkvul,Black Vulture,Coragyps atratus,L976634,Cabo Blanco,2022-11-16,1.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
1655,chicar1,Chimango Caracara,Daptrius chimango,L807764,Las Quemas Altas,2022-02-08,2.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
1658,monpar,Monk Parakeet,Myiopsitta monachus,L18094503,Sendero Loma Pelada (3 km.) La Reina CL-Metropolitana de Santiago -33.45435 -70.51270,2022-03-12,8.0,-33.454348,-70.512702,True,0,Región Metropolitana de Santiago,2022
1664,willet1,Willet,Tringa semipalmata,L718037,Playa Brava,2022-06-29,4.0,-20.2441598,-70.1437569,False,-1,Tarapacá,2022
1669,chifla1,Chilean Flamingo,Phoenicopterus chilensis,L606243,Humedal Tres Puentes,2022-03-01,4.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
1674,colplo1,Collared Plover,Charadrius collaris,L3043982,Estero Chigualoco--Desembocadura,2022-07-08,1.0,-31.7518355,-71.5149987,False,-1,Coquimbo,2022
1694,rebhaw2,Variable Hawk,Geranoaetus polyosoma,L693463,Machuca,2022-12-02,1.0,-22.5996494,-68.0657423,False,-1,Antofagasta,2022
1695,crwcin1,Cream-winged Cinclodes,Cinclodes albiventris,L7869521,MN Salar de Surire--Chancacollo,2022-03-29,2.0,-18.8030231,-69.033383,False,-1,Arica y Parinacota,2022
1704,silgre1,Silvery Grebe,Podiceps occipitalis,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-11-27,16.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
1717,siltea1,Silver Teal,Spatula versicolor,L13464788,Humedal Chacayal,2022-03-14,16.0,-38.0402322,-72.9908279,False,-1,Araucanía,2022
1735,pigdov1,Picui Ground Dove,Columbina picui,L9885381,Población Juan Antonio Ríos 2,2022-04-25,2.0,-33.4167015,-70.6728107,True,-1,Región Metropolitana de Santiago,2022
1737,strcar1,Striated Caracara,Daptrius australis,L17583458,Parque Marino Francisco Coloane--Isla Rupert,2022-02-27,1.0,-53.6576806,-72.2068638,False,-1,Magallanes,2022
1739,sedwre,Grass Wren,Cistothorus platensis,L976634,Cabo Blanco,2022-02-28,6.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
1765,semsan,Semipalmated Sandpiper,Calidris pusilla,L1087750,Calderilla,2022-09-19,14.0,-27.0909184,-70.85289,False,-1,Atacama,2022
1771,pigdov1,Picui Ground Dove,Columbina picui,L2790032,Estero Papudo--Desembocadura,2022-11-15,1.0,-32.5007408,-71.4379522,False,-1,Valparaíso,2022
1774,strwoo6,Striped Woodpecker,Dryobates lignarius,L12667549,Reñihué,2022-05-25,1.0,-42.5764393,-72.5102222,False,-1,Los Lagos,2022
1777,baisan,Baird's Sandpiper,Calidris bairdii,L570658,SN Laguna Batuco,2022-03-06,1.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
1779,silgre1,Silvery Grebe,Podiceps occipitalis,L21234189,Casa Nain Puerto Varas Los Lagos CL (-41.306 -72.876),2022-10-14,1.0,-41.3064964,-72.8762995,True,-1,Los Lagos,2022
1789,cappet,Cape Petrel,Daption capense,L19283806,mar interior-ñuble,2022-05-20,16.0,-36.168619,-73.213042,True,-1,Ñuble,2022
1790,gryfin1,Grassland Yellow-Finch,Sicalis luteola,L10126478,HQ La Cisterna,2022-07-21,3.0,-33.5280232,-70.6637588,True,-1,Región Metropolitana de Santiago,2022
1821,grygul,Gray Gull,Leucophaeus modestus,L651260,Playa las Salinas,2022-05-02,35.0,-32.9890611,-71.5469223,False,-1,Valparaíso,2022
1826,eleter1,Elegant Tern,Thalasseus elegans,L2345204,Complejo Humedal Rocuant-Andalién,2022-01-13,10.0,-36.7393839,-73.0612278,False,-1,Bío-Bío,2022
1828,soasni3,Magellanic Snipe,Gallinago magellanica,L8251468,PN Torres del Paine--Río Serrano--Camping,2022-04-16,1.0,-51.2271987,-72.9715776,False,-1,Magallanes,2022
